time_serial,password,way1,way1_number,way2,way2_number,way3,way3_number,total_sales,time
17228,3 8 9,6150,1040,0,346,11092,173,"14,027,520",2017/8/23
17227,2 4 7,4558,1040,0,346,10770,173,"13,815,900",2017/8/22
17226,3 3 5,5248,1040,5601,346,0,173,"13,891,956",2017/8/21
17225,4 8 8,7003,1040,7196,346,0,173,"14,043,720",2017/8/20
17224,6 3 4,3488,1040,0,346,7312,173,"13,443,384",2017/8/19
17223,4 9 6,3818,1040,0,346,9376,173,"14,236,972",2017/8/18
17222,7 0 7,6370,1040,6765,346,0,173,"14,068,244",2017/8/17
17221,4 4 7,3776,1040,7050,346,0,173,"14,476,660",2017/8/16
17220,6 4 3,3896,1040,0,346,9869,173,"14,064,470",2017/8/15
17219,4 9 3,3778,1040,0,346,14661,173,"14,222,118",2017/8/14
17218,5 7 3,5336,1040,0,346,9593,173,"13,218,614",2017/8/13
17217,7 9 6,5270,1040,0,346,9337,173,"13,111,626",2017/8/12
17216,8 7 1,4291,1040,0,346,8050,173,"13,955,722",2017/8/11
17215,2 1 2,3772,1040,3293,346,0,173,"13,352,730",2017/8/10
17214,4 2 3,4514,1040,0,346,6941,173,"13,045,072",2017/8/9
17213,7 2 7,3978,1040,3387,346,0,173,"12,476,708",2017/8/8
17212,0 0 2,2478,1040,3061,346,0,173,"13,199,968",2017/8/7
17211,1 1 6,7504,1040,4764,346,0,173,"13,221,280",2017/8/6
17210,9 1 1,8761,1040,10033,346,0,173,"13,826,030",2017/8/5
17209,3 9 1,1696,1040,0,346,5918,173,"14,511,648",2017/8/4
17208,1 0 8,8917,1040,0,346,10094,173,"14,347,396",2017/8/3
17207,6 9 7,3100,1040,0,346,7212,173,"14,656,808",2017/8/2
17206,3 7 5,10777,1040,0,346,15887,173,"14,136,556",2017/8/1
17205,6 4 9,2847,1040,0,346,5742,173,"13,280,346",2017/7/31
17204,2 3 2,3852,1040,4470,346,0,173,"13,505,710",2017/7/30
17203,2 4 3,3849,1040,0,346,8022,173,"13,968,108",2017/7/29
17202,4 6 1,5562,1040,0,346,11698,173,"14,429,934",2017/7/28
17201,4 4 5,4281,1040,4123,346,0,173,"13,988,102",2017/7/27
17200,9 3 5,4008,1040,0,346,8145,173,"13,945,138",2017/7/26
17199,3 3 0,2192,1040,4068,346,0,173,"14,014,514",2017/7/25
17198,7 5 4,5051,1040,0,346,12698,173,"14,183,442",2017/7/24
17197,5 9 4,11923,1040,0,346,12970,173,"13,828,092",2017/7/23
17196,4 3 6,4824,1040,0,346,7563,173,"13,760,308",2017/7/22
17195,3 1 9,5899,1040,0,346,11536,173,"14,423,426",2017/7/21
17194,6 2 5,15101,1040,0,346,15198,173,"13,675,726",2017/7/20
17193,8 8 0,6893,1040,7604,346,0,173,"13,623,440",2017/7/19
17192,2 7 9,5252,1040,0,346,9512,173,"13,532,970",2017/7/18
17191,9 7 8,2780,1040,0,346,7214,173,"14,013,240",2017/7/17
17190,4 4 6,7628,1040,8293,346,0,173,"14,296,426",2017/7/16
17189,9 6 0,2133,1040,0,346,5469,173,"13,780,570",2017/7/15
17188,2 0 9,8460,1040,0,346,6911,173,"14,575,896",2017/7/14
17187,8 3 1,6783,1040,0,346,7478,173,"13,924,708",2017/7/13
17186,9 6 7,2891,1040,0,346,6555,173,"13,647,988",2017/7/12
17185,3 7 0,3480,1040,0,346,8334,173,"13,504,724",2017/7/11
17184,1 2 9,3792,1040,0,346,7968,173,"13,622,412",2017/7/10
17183,4 0 9,3373,1040,0,346,6103,173,"13,118,908",2017/7/9
17182,9 7 5,6012,1040,0,346,12132,173,"13,186,058",2017/7/8
17181,4 8 4,3096,1040,4720,346,0,173,"14,027,990",2017/7/7
17180,5 8 6,3899,1040,0,346,8651,173,"13,533,394",2017/7/6
17179,0 6 6,6427,1040,6646,346,0,173,"13,560,396",2017/7/5
17178,3 0 3,4923,1040,4733,346,0,173,"14,303,994",2017/7/4
17177,6 7 0,2109,1040,0,346,6549,173,"14,334,890",2017/7/3
17176,6 0 2,3640,1040,0,346,7012,173,"13,925,188",2017/7/2
17175,3 7 6,9790,1040,0,346,17056,173,"13,652,084",2017/7/1
17174,9 6 0,4771,1040,0,346,7460,173,"14,600,468",2017/6/30
17173,7 1 2,3211,1040,0,346,6392,173,"13,858,366",2017/6/29
17172,4 9 6,2938,1040,0,346,7253,173,"13,442,488",2017/6/28
17171,1 9 0,5937,1040,0,346,11766,173,"13,639,504",2017/6/27
17170,5 4 4,3215,1040,3356,346,0,173,"13,988,826",2017/6/26
17169,6 4 4,2085,1040,2770,346,0,173,"13,838,050",2017/6/25
17168,1 7 5,3821,1040,0,346,8771,173,"13,681,382",2017/6/24
17167,7 9 5,2661,1040,0,346,12212,173,"14,470,334",2017/6/23
17166,6 4 4,2547,1040,3998,346,0,173,"13,974,528",2017/6/22
17165,3 3 0,4835,1040,4444,346,0,173,"13,956,462",2017/6/21
17164,4 4 7,7804,1040,10109,346,0,173,"14,668,404",2017/6/20
17163,7 5 9,6880,1040,0,346,14367,173,"14,523,566",2017/6/19
17162,8 1 4,3489,1040,0,346,8748,173,"13,734,130",2017/6/18
17161,8 3 0,4575,1040,0,346,3821,173,"13,428,212",2017/6/17
17160,9 4 6,6712,1040,0,346,17750,173,"14,230,444",2017/6/16
17159,1 2 3,4691,1040,0,346,7202,173,"14,084,556",2017/6/15
17158,0 8 3,4314,1040,0,346,7233,173,"13,817,816",2017/6/14
17157,8 1 8,3669,1040,3893,346,0,173,"13,301,932",2017/6/13
17156,0 0 7,1834,1040,2353,346,0,173,"13,622,374",2017/6/12
17155,0 0 4,1489,1040,2172,346,0,173,"14,016,570",2017/6/11
17154,2 1 5,3061,1040,0,346,5546,173,"13,112,618",2017/6/10
17153,8 8 5,5433,1040,7679,346,0,173,"14,965,134",2017/6/9
17152,8 0 2,3274,1040,0,346,4772,173,"14,415,580",2017/6/8
17151,0 7 8,4567,1040,0,346,7267,173,"14,131,978",2017/6/7
17150,5 2 9,12584,1040,0,346,13461,173,"13,930,996",2017/6/6
17149,9 8 7,3545,1040,0,346,7623,173,"14,253,094",2017/6/5
17148,1 5 2,8417,1040,0,346,13990,173,"13,688,760",2017/6/4
17147,3 3 1,3059,1040,5959,346,0,173,"13,896,768",2017/6/3
17146,9 4 2,4322,1040,0,346,5049,173,"14,769,900",2017/6/2
17145,5 9 1,5512,1040,0,346,7307,173,"13,755,332",2017/6/1
17144,2 3 9,4909,1040,0,346,8757,173,"13,604,038",2017/5/31
17143,1 7 7,8661,1040,7960,346,0,173,"13,308,002",2017/5/30
17142,0 1 3,2083,1040,0,346,3834,173,"13,371,742",2017/5/29
17141,6 0 4,2742,1040,0,346,5325,173,"13,445,696",2017/5/28
17140,2 0 4,2369,1040,0,346,3864,173,"13,883,040",2017/5/27
17139,3 6 0,3722,1040,0,346,9509,173,"14,044,600",2017/5/26
17138,0 2 0,3541,1040,3442,346,0,173,"14,155,912",2017/5/25
17137,1 2 2,3924,1040,4318,346,0,173,"14,162,398",2017/5/24
17136,5 1 0,2198,1040,0,346,4638,173,"14,150,564",2017/5/23
17135,5 2 5,3811,1040,2756,346,0,173,"14,294,390",2017/5/22
17134,6 9 7,6434,1040,0,346,9970,173,"13,837,100",2017/5/21
17133,1 6 6,3475,1040,5039,346,0,173,"13,769,070",2017/5/20
17132,3 0 5,2242,1040,0,346,5444,173,"15,197,442",2017/5/19
17131,9 1 9,7285,1040,6085,346,0,173,"15,115,580",2017/5/18
17130,5 8 9,4557,1040,0,346,8186,173,"14,867,386",2017/5/17
17129,3 6 5,12114,1040,0,346,20693,173,"14,785,966",2017/5/16
17128,4 5 2,4411,1040,0,346,11730,173,"14,496,602",2017/5/15
17127,7 3 9,6260,1040,0,346,13973,173,"14,205,964",2017/5/14
17126,2 5 8,8688,1040,0,346,14321,173,"13,495,502",2017/5/13
17125,2 5 5,6299,1040,5722,346,0,173,"15,206,374",2017/5/12
17124,0 8 1,1999,1040,0,346,6837,173,"14,858,746",2017/5/11
17123,4 9 2,4847,1040,0,346,15886,173,"14,673,878",2017/5/10
17122,4 8 6,4637,1040,0,346,7588,173,"14,573,236",2017/5/9
17121,0 5 4,1421,1040,0,346,4514,173,"14,782,078",2017/5/8
17120,4 5 8,3662,1040,0,346,11844,173,"13,656,940",2017/5/7
17119,5 2 2,4629,1040,3544,346,0,173,"13,675,050",2017/5/6
17118,4 9 9,4393,1040,4074,346,0,173,"15,331,598",2017/5/5
17117,2 9 9,3581,1040,6148,346,0,173,"15,117,374",2017/5/4
17116,2 1 3,3420,1040,0,346,7471,173,"14,998,172",2017/5/3
17115,5 6 7,5783,1040,0,346,15744,173,"14,810,384",2017/5/2
17114,6 8 1,2613,1040,0,346,9650,173,"14,208,682",2017/5/1
17113,1 5 7,6131,1040,0,346,21695,173,"13,829,542",2017/4/30
17112,6 8 6,3013,1040,5227,346,0,173,"14,426,284",2017/4/29
17111,6 5 8,10111,1040,0,346,19963,173,"15,328,876",2017/4/28
17110,8 1 5,6780,1040,0,346,14231,173,"14,135,902",2017/4/27
17109,0 3 0,2355,1040,2450,346,0,173,"14,667,574",2017/4/26
17108,7 2 7,14986,1040,14432,346,0,173,"15,305,840",2017/4/25
17107,9 5 1,6578,1040,0,346,16258,173,"14,954,122",2017/4/24
17106,4 0 2,2974,1040,0,346,6028,173,"15,133,256",2017/4/23
17105,8 4 6,3996,1040,0,346,9048,173,"14,478,106",2017/4/22
17104,7 8 2,6261,1040,0,346,16828,173,"15,289,592",2017/4/21
17103,0 4 4,2911,1040,4894,346,0,173,"15,619,070",2017/4/20
17102,0 5 9,3841,1040,0,346,7758,173,"15,430,588",2017/4/19
17101,3 9 0,2163,1040,0,346,5594,173,"15,576,426",2017/4/18
17100,8 1 3,3335,1040,0,346,10372,173,"15,066,256",2017/4/17
17099,9 9 6,5721,1040,5529,346,0,173,"14,995,878",2017/4/16
17098,2 2 8,3502,1040,4671,346,0,173,"14,910,608",2017/4/15
17097,8 0 6,4967,1040,0,346,9998,173,"15,962,762",2017/4/14
17096,8 0 9,2497,1040,0,346,2634,173,"15,449,504",2017/4/13
17095,3 2 3,6631,1040,6514,346,0,173,"16,027,668",2017/4/12
17094,0 9 8,6229,1040,0,346,7369,173,"15,849,076",2017/4/11
17093,5 8 0,5633,1040,0,346,8760,173,"15,788,294",2017/4/10
17092,7 5 9,5212,1040,0,346,13104,173,"15,307,986",2017/4/9
17091,6 7 6,11521,1040,7957,346,0,173,"16,117,424",2017/4/8
17090,2 8 3,5704,1040,0,346,18394,173,"17,296,290",2017/4/7
17089,3 8 9,7311,1040,0,346,15558,173,"16,529,462",2017/4/6
17088,5 6 1,5929,1040,0,346,12358,173,"15,717,014",2017/4/5
17087,2 3 7,3616,1040,0,346,9026,173,"14,771,402",2017/4/4
17086,9 4 4,3541,1040,4937,346,0,173,"14,714,832",2017/4/3
17085,7 2 2,10088,1040,10304,346,0,173,"14,495,032",2017/4/2
17084,8 3 6,9013,1040,0,346,15220,173,"15,184,584",2017/4/1
17083,5 6 4,4381,1040,0,346,11678,173,"15,862,500",2017/3/31
17082,5 5 3,5609,1040,4959,346,0,173,"15,001,830",2017/3/30
17081,2 1 0,4331,1040,0,346,7031,173,"15,736,706",2017/3/29
17080,1 8 8,3565,1040,4540,346,0,173,"15,798,238",2017/3/28
17079,4 8 5,7747,1040,0,346,15990,173,"15,314,994",2017/3/27
17078,6 3 3,2833,1040,4662,346,0,173,"15,521,350",2017/3/26
17077,6 3 4,9261,1040,0,346,17281,173,"14,930,896",2017/3/25
17076,3 8 9,13941,1040,0,346,18115,173,"15,060,826",2017/3/24
17075,9 0 0,5067,1040,8805,346,0,173,"15,284,874",2017/3/23
17074,6 5 6,8036,1040,9557,346,0,173,"15,175,332",2017/3/22
17073,0 3 1,3479,1040,0,346,7366,173,"15,817,284",2017/3/21
17072,9 4 8,3388,1040,0,346,10755,173,"16,337,060",2017/3/20
17071,8 4 2,3547,1040,0,346,11156,173,"14,139,008",2017/3/19
17070,3 3 3,16995,1040,0,346,0,173,"16,139,478",2017/3/18
17069,9 4 6,7670,1040,0,346,21439,173,"16,894,646",2017/3/17
17068,2 1 7,11279,1040,0,346,11289,173,"16,531,038",2017/3/16
17067,3 8 2,6244,1040,0,346,15866,173,"15,954,230",2017/3/15
17066,8 4 8,4321,1040,4332,346,0,173,"15,870,332",2017/3/14
17065,5 5 2,7568,1040,7571,346,0,173,"16,225,832",2017/3/13
17064,1 6 5,6116,1040,0,346,14091,173,"14,898,972",2017/3/12
17063,7 6 8,5034,1040,0,346,14952,173,"14,953,836",2017/3/11
17062,8 8 7,5171,1040,7534,346,0,173,"16,785,982",2017/3/10
17061,1 9 8,8417,1040,0,346,21565,173,"15,696,660",2017/3/9
17060,5 4 6,7738,1040,0,346,15903,173,"15,523,362",2017/3/8
17059,6 6 2,4009,1040,6945,346,0,173,"15,731,032",2017/3/7
17058,7 3 0,4098,1040,0,346,13344,173,"15,757,302",2017/3/6
17057,9 2 1,2444,1040,0,346,6195,173,"14,733,748",2017/3/5
17056,2 3 2,3141,1040,3631,346,0,173,"14,911,998",2017/3/4
17055,3 6 6,4536,1040,6456,346,0,173,"16,535,248",2017/3/3
17054,7 0 2,6259,1040,0,346,10459,173,"15,846,550",2017/3/2
17053,9 2 1,4688,1040,0,346,6820,173,"16,076,686",2017/3/1
17052,1 5 9,6928,1040,0,346,16370,173,"15,066,440",2017/2/28
17051,4 4 4,21275,1040,0,346,0,173,"16,114,604",2017/2/27
17050,3 0 7,4514,1040,0,346,10943,173,"14,991,698",2017/2/26
17049,6 6 5,5198,1040,8831,346,0,173,"15,630,918",2017/2/25
17048,1 6 4,5719,1040,0,346,21859,173,"16,639,946",2017/2/24
17047,2 8 3,3780,1040,0,346,9703,173,"15,732,436",2017/2/23
17046,8 8 7,8920,1040,12246,346,0,173,"17,702,298",2017/2/22
17045,7 3 5,5680,1040,0,346,19290,173,"17,225,922",2017/2/21
17044,1 3 8,5441,1040,0,346,12829,173,"17,929,962",2017/2/20
17043,5 0 8,4852,1040,0,346,8920,173,"16,718,480",2017/2/19
17042,1 4 9,10029,1040,0,346,12577,173,"16,585,366",2017/2/18
17041,9 8 2,5567,1040,0,346,10293,173,"17,742,824",2017/2/17
17040,3 9 5,5464,1040,0,346,9775,173,"16,396,984",2017/2/16
17039,5 9 8,4811,1040,0,346,8450,173,"16,323,406",2017/2/15
17038,8 2 3,5500,1040,0,346,11424,173,"15,056,404",2017/2/14
17037,3 8 0,3464,1040,0,346,9230,173,"15,091,482",2017/2/13
17036,4 7 2,7841,1040,0,346,11063,173,"13,889,398",2017/2/12
17035,8 9 0,2944,1040,0,346,6562,173,"13,757,014",2017/2/11
17034,8 9 5,4698,1040,0,346,10916,173,"14,778,148",2017/2/10
17033,7 8 5,2444,1040,0,346,8271,173,"14,441,444",2017/2/9
17032,7 3 8,12432,1040,0,346,16255,173,"13,797,572",2017/2/8
17031,5 0 2,4028,1040,0,346,6501,173,"13,294,246",2017/2/7
17030,8 9 6,3114,1040,0,346,8740,173,"13,122,170",2017/2/6
17029,8 0 4,2264,1040,0,346,8397,173,"12,227,718",2017/2/5
17028,9 5 5,5009,1040,5227,346,0,173,"12,474,730",2017/2/4
17027,3 2 5,6166,1040,0,346,11197,173,"12,060,110",2017/2/3
17026,0 8 1,2912,1040,0,346,8030,173,"13,184,960",2017/1/26
17025,2 7 7,2516,1040,3337,346,0,173,"14,860,512",2017/1/25
17024,0 4 3,4684,1040,0,346,8488,173,"15,089,806",2017/1/24
17023,2 3 7,4794,1040,0,346,12446,173,"14,958,508",2017/1/23
17022,6 7 7,3499,1040,6621,346,0,173,"15,385,626",2017/1/22
17021,8 7 4,2857,1040,0,346,9663,173,"15,109,100",2017/1/21
17020,5 2 6,16429,1040,0,346,21644,173,"15,093,258",2017/1/20
17019,8 4 4,5903,1040,9276,346,0,173,"14,805,948",2017/1/19
17018,3 9 7,2159,1040,0,346,7580,173,"14,894,894",2017/1/18
17017,8 9 7,7286,1040,0,346,12620,173,"14,909,756",2017/1/17
17016,7 9 6,3895,1040,0,346,9101,173,"14,769,450",2017/1/16
17015,6 8 6,4245,1040,6923,346,0,173,"15,485,888",2017/1/15
17014,4 2 8,5136,1040,0,346,8655,173,"15,323,270",2017/1/14
17013,0 3 9,1886,1040,0,346,5296,173,"16,437,028",2017/1/13
17012,0 5 9,6253,1040,0,346,13305,173,"15,842,842",2017/1/12
17011,4 8 6,8081,1040,0,346,15210,173,"15,575,652",2017/1/11
17010,2 6 1,7033,1040,0,346,10138,173,"15,468,918",2017/1/10
17009,3 1 7,3704,1040,0,346,10629,173,"15,415,862",2017/1/9
17008,5 9 7,4975,1040,0,346,12216,173,"14,895,192",2017/1/8
17007,6 9 2,3965,1040,0,346,9745,173,"15,068,440",2017/1/7
17006,4 2 6,4138,1040,0,346,9398,173,"15,234,634",2017/1/6
17005,3 4 2,3519,1040,0,346,10959,173,"14,745,772",2017/1/5
17004,6 1 6,8888,1040,12882,346,0,173,"15,225,316",2017/1/4
17003,3 7 4,14581,1040,0,346,20118,173,"14,312,240",2017/1/3
17002,7 5 8,5733,1040,0,346,11730,173,"13,402,912",2017/1/2
17001,0 9 2,4184,1040,0,346,7238,173,"13,069,192",2017/1/1
16359,8 9 6,9888,1040,0,346,13445,173,"14,076,668",2016/12/31
16358,1 4 3,3805,1040,0,346,9578,173,"13,902,942",2016/12/30
16357,2 2 2,13058,1040,0,346,0,173,"14,911,338",2016/12/29
16356,1 8 0,6583,1040,0,346,9131,173,"14,889,090",2016/12/28
16355,7 1 9,6240,1040,0,346,11548,173,"14,509,322",2016/12/27
16354,5 3 3,8004,1040,8910,346,0,173,"14,298,490",2016/12/26
16353,4 5 3,3325,1040,0,346,12499,173,"14,106,528",2016/12/25
16352,4 2 4,5020,1040,5416,346,0,173,"14,864,682",2016/12/24
16351,4 7 5,10716,1040,0,346,13183,173,"15,174,778",2016/12/23
16350,5 1 9,5692,1040,0,346,6437,173,"14,563,054",2016/12/22
16349,1 5 4,2103,1040,0,346,9016,173,"14,437,918",2016/12/21
16348,7 5 7,6300,1040,5972,346,0,173,"14,184,064",2016/12/20
16347,5 8 9,3762,1040,0,346,9613,173,"13,678,906",2016/12/19
16346,1 0 0,12385,1040,9637,346,0,173,"14,262,534",2016/12/18
16345,5 6 2,4324,1040,0,346,16038,173,"13,824,482",2016/12/17
16344,1 0 3,2295,1040,0,346,4163,173,"14,880,368",2016/12/16
16343,8 0 7,5029,1040,0,346,8783,173,"13,920,398",2016/12/15
16342,6 3 3,3843,1040,6573,346,0,173,"14,487,100",2016/12/14
16341,0 3 9,8729,1040,0,346,10973,173,"14,835,428",2016/12/13
16340,6 4 8,2781,1040,0,346,7781,173,"15,722,364",2016/12/12
16339,5 4 8,6314,1040,0,346,8375,173,"14,545,672",2016/12/11
16338,4 0 1,3566,1040,0,346,9666,173,"14,160,826",2016/12/10
16337,5 2 8,4502,1040,0,346,11225,173,"15,155,572",2016/12/9
16336,1 5 0,2286,1040,0,346,5220,173,"14,925,516",2016/12/8
16335,5 3 8,8129,1040,0,346,13760,173,"14,646,278",2016/12/7
16334,3 5 5,3688,1040,4994,346,0,173,"14,488,794",2016/12/6
16333,9 7 5,7382,1040,0,346,12747,173,"14,386,414",2016/12/5
16332,4 4 5,7570,1040,7042,346,0,173,"14,089,202",2016/12/4
16331,6 7 3,7003,1040,0,346,19673,173,"13,932,104",2016/12/3
16330,5 6 4,6629,1040,0,346,12518,173,"14,825,188",2016/12/2
16329,9 5 1,17930,1040,0,346,24427,173,"15,623,650",2016/12/1
16328,8 6 5,4419,1040,0,346,9734,173,"15,333,530",2016/11/30
16327,6 5 6,3631,1040,3441,346,0,173,"15,340,720",2016/11/29
16326,3 6 3,4272,1040,4584,346,0,173,"15,575,054",2016/11/28
16325,6 6 8,4709,1040,4175,346,0,173,"15,657,528",2016/11/27
16324,1 7 3,4768,1040,0,346,9943,173,"15,141,204",2016/11/26
16323,8 4 0,3923,1040,0,346,5776,173,"15,601,158",2016/11/25
16322,2 7 1,4105,1040,0,346,7141,173,"14,723,106",2016/11/24
16321,6 0 6,4190,1040,4979,346,0,173,"15,143,822",2016/11/23
16320,3 4 9,3000,1040,0,346,7504,173,"14,992,410",2016/11/22
16319,4 1 9,5622,1040,0,346,8746,173,"15,283,814",2016/11/21
16318,1 4 2,1976,1040,0,346,3229,173,"14,213,084",2016/11/20
16317,8 8 6,2992,1040,4763,346,0,173,"14,958,600",2016/11/19
16316,2 1 4,2881,1040,0,346,5814,173,"16,183,974",2016/11/18
16315,4 9 7,3843,1040,0,346,8457,173,"14,923,006",2016/11/17
16314,2 3 5,7848,1040,0,346,18636,173,"14,761,484",2016/11/16
16313,3 1 4,4414,1040,0,346,12743,173,"14,938,530",2016/11/15
16312,6 6 4,5024,1040,7066,346,0,173,"15,269,298",2016/11/14
16311,8 4 1,5207,1040,0,346,9451,173,"14,302,294",2016/11/13
16310,7 9 4,6429,1040,0,346,11983,173,"14,014,086",2016/11/12
16309,2 2 5,5357,1040,7276,346,0,173,"15,444,444",2016/11/11
16308,1 2 6,3103,1040,0,346,12029,173,"14,810,330",2016/11/10
16307,5 8 6,6026,1040,0,346,12140,173,"14,431,342",2016/11/9
16306,7 4 0,1437,1040,0,346,2599,173,"14,427,890",2016/11/8
16305,3 6 8,9026,1040,0,346,18558,173,"14,473,178",2016/11/7
16304,4 7 0,6900,1040,0,346,9433,173,"13,946,090",2016/11/6
16303,7 5 1,2249,1040,0,346,3881,173,"13,136,240",2016/11/5
16302,5 1 8,7715,1040,0,346,10642,173,"12,984,964",2016/11/4
16301,8 8 8,19317,1040,0,346,0,173,"13,976,230",2016/11/3
16300,1 8 9,7080,1040,0,346,15052,173,"14,078,508",2016/11/2
16299,5 1 7,8771,1040,0,346,9916,173,"13,811,198",2016/11/1
16298,7 3 3,12048,1040,14352,346,0,173,"14,947,236",2016/10/31
16297,8 5 3,8049,1040,0,346,14974,173,"14,833,310",2016/10/30
16296,4 7 9,9580,1040,0,346,14643,173,"14,545,132",2016/10/29
16295,3 9 2,5434,1040,0,346,11309,173,"15,543,516",2016/10/28
16294,6 1 2,5999,1040,0,346,9004,173,"14,679,102",2016/10/27
16293,8 0 4,4581,1040,0,346,5206,173,"15,002,848",2016/10/26
16292,2 4 0,4945,1040,0,346,9332,173,"14,851,866",2016/10/25
16291,1 9 6,5352,1040,0,346,8985,173,"14,249,304",2016/10/24
16290,6 3 1,2572,1040,0,346,6051,173,"13,806,530",2016/10/23
16289,7 3 6,3865,1040,0,346,11389,173,"13,529,006",2016/10/22
16288,4 3 0,2602,1040,0,346,4953,173,"14,127,086",2016/10/21
16287,8 9 0,5278,1040,0,346,7594,173,"14,044,616",2016/10/20
16286,6 2 3,2968,1040,0,346,11895,173,"14,033,708",2016/10/19
16285,7 2 8,4285,1040,0,346,10890,173,"13,379,208",2016/10/18
16284,4 6 7,7371,1040,0,346,11704,173,"13,284,280",2016/10/17
16283,0 0 4,1814,1040,2328,346,0,173,"13,232,944",2016/10/16
16282,8 2 8,2649,1040,4511,346,0,173,"13,278,076",2016/10/15
16281,1 3 6,4293,1040,0,346,9411,173,"14,176,936",2016/10/14
16280,8 0 2,3767,1040,0,346,5563,173,"13,715,602",2016/10/13
16279,5 0 6,3542,1040,0,346,8685,173,"13,169,930",2016/10/12
16278,2 3 2,4434,1040,6219,346,0,173,"14,163,994",2016/10/11
16277,5 8 4,4966,1040,0,346,13191,173,"13,716,812",2016/10/10
16276,9 6 4,3408,1040,0,346,11891,173,"13,455,512",2016/10/9
16275,8 2 0,3222,1040,0,346,4961,173,"13,641,304",2016/10/8
16274,9 0 5,4888,1040,0,346,9868,173,"13,426,986",2016/10/7
16273,5 8 3,5490,1040,0,346,11087,173,"12,551,854",2016/10/6
16272,1 9 6,3783,1040,0,346,10421,173,"12,034,672",2016/10/5
16271,8 7 5,3329,1040,0,346,11462,173,"11,746,556",2016/10/4
16270,0 4 2,1476,1040,0,346,5276,173,"11,286,760",2016/10/3
16269,2 2 1,2519,1040,2840,346,0,173,"11,621,116",2016/10/2
16268,0 7 6,3433,1040,0,346,9220,173,"11,800,626",2016/10/1
16267,1 4 1,3005,1040,3013,346,0,173,"13,617,506",2016/9/30
16266,6 4 0,2179,1040,0,346,6946,173,"13,945,440",2016/9/29
16265,6 9 5,4578,1040,0,346,12025,173,"13,149,154",2016/9/28
16264,6 7 1,8612,1040,0,346,11835,173,"12,485,526",2016/9/27
16263,1 1 0,3942,1040,3510,346,0,173,"13,390,322",2016/9/26
16262,3 5 8,5316,1040,0,346,9363,173,"12,628,816",2016/9/25
16261,9 9 4,2963,1040,5312,346,0,173,"13,429,864",2016/9/24
16260,0 3 8,5356,1040,0,346,8581,173,"14,374,480",2016/9/23
16259,3 9 6,4647,1040,0,346,9730,173,"13,794,848",2016/9/22
16258,9 6 1,4034,1040,0,346,7216,173,"13,716,028",2016/9/21
16257,3 8 9,4896,1040,0,346,7664,173,"13,259,786",2016/9/20
16256,1 3 7,3822,1040,0,346,9795,173,"13,297,456",2016/9/19
16255,3 3 5,7585,1040,8654,346,0,173,"13,491,108",2016/9/18
16254,6 5 2,6369,1040,0,346,18667,173,"12,994,618",2016/9/17
16253,6 9 1,14732,1040,0,346,9897,173,"13,202,904",2016/9/16
16252,4 5 9,7022,1040,0,346,14624,173,"11,684,070",2016/9/15
16251,3 0 6,2585,1040,0,346,5565,173,"13,181,482",2016/9/14
16250,1 6 2,2446,1040,0,346,8243,173,"13,322,336",2016/9/13
16249,9 7 3,5407,1040,0,346,9295,173,"12,529,540",2016/9/12
16248,7 2 7,4119,1040,4354,346,0,173,"12,144,394",2016/9/11
16247,8 8 2,2396,1040,4949,346,0,173,"13,406,526",2016/9/10
16246,7 8 2,2968,1040,0,346,13185,173,"13,968,722",2016/9/9
16245,3 8 9,6524,1040,0,346,10425,173,"13,757,776",2016/9/8
16244,1 5 3,6217,1040,0,346,13041,173,"13,720,604",2016/9/7
16243,4 1 6,9391,1040,0,346,13598,173,"13,241,590",2016/9/6
16242,7 5 2,9878,1040,0,346,13357,173,"13,213,054",2016/9/5
16241,3 2 0,3684,1040,0,346,5909,173,"12,652,100",2016/9/4
16240,6 3 9,3996,1040,0,346,12371,173,"12,554,958",2016/9/3
16239,5 8 5,3412,1040,6663,346,0,173,"13,768,292",2016/9/2
16238,5 4 3,3262,1040,0,346,10972,173,"13,441,044",2016/9/1
16237,2 8 4,2515,1040,0,346,7610,173,"13,358,820",2016/8/31
16236,2 6 3,3728,1040,0,346,14715,173,"13,047,026",2016/8/30
16235,4 5 0,2979,1040,0,346,4823,173,"12,934,676",2016/8/29
16234,9 7 6,2633,1040,0,346,6824,173,"12,185,494",2016/8/28
16233,5 6 8,2915,1040,0,346,6063,173,"12,133,242",2016/8/27
16232,9 1 6,6385,1040,0,346,10436,173,"13,046,408",2016/8/26
16231,2 8 5,4274,1040,0,346,12313,173,"12,292,362",2016/8/25
16230,5 6 6,2461,1040,3187,346,0,173,"12,488,028",2016/8/24
16229,0 4 2,2107,1040,0,346,7063,173,"12,500,168",2016/8/23
16228,8 6 5,4516,1040,0,346,9007,173,"12,573,076",2016/8/22
16227,3 9 7,2565,1040,0,346,6355,173,"11,616,006",2016/8/21
16226,0 1 6,1821,1040,0,346,4100,173,"11,728,064",2016/8/20
16225,6 3 6,3661,1040,4418,346,0,173,"12,917,118",2016/8/19
16224,6 5 6,2716,1040,4615,346,0,173,"12,779,910",2016/8/18
16223,0 6 3,1706,1040,0,346,5054,173,"12,842,650",2016/8/17
16222,4 2 5,6446,1040,0,346,9231,173,"12,401,632",2016/8/16
16221,6 1 2,6241,1040,0,346,15657,173,"12,638,012",2016/8/15
